,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
3926,4013,4,026100,0,0,0,0,0,0,0,0,0,0,0
3927,4014,4,026100,0,0,0,0,0,0,0,0,0,0,0
3928,4015,4,026100,0,0,0,0,0,0,0,0,0,0,0
3929,4016,4,026100,0,0,0,0,0,0,0,0,0,0,0
3930,4017,4,026100,0,0,0,0,0,0,0,0,0,0,0
3931,4018,4,026100,0,0,0,0,0,0,0,0,0,0,0
3932,4019,4,026100,0,0,0,0,0,0,0,0,0,0,0
3933,4020,4,026100,0,135,7,55,0,225,32,243,188,18,51
3934,4021,4,026100,0,0,0,0,0,0,0,0,0,0,0
3935,4022,4,026100,0,0,0,0,0,0,0,0,0,0,0
3936,4023,4,026100,3,164,0,28,0,216,11,224,196,8,38
3937,4024,4,026100,1,124,0,41,0,205,29,212,171,7,51
3938,1000,1,026200,0,0,0,0,0,0,0,0,0,0,0
3939,1001,1,026200,1,141,7,58,4,238,32,256,198,18,53
3940,1002,1,026200,0,117,0,70,6,206,32,210,140,4,51
3941,1003,1,026200,0,50,0,0,0,57,0,57,57,0,7
3942,1004,1,026200,1,73,0,13,0,108,7,108,95,0,27
3943,1005,1,026200,0,0,0,0,0,0,0,0,0,0,0
3944,1006,1,026200,0,16,0,3,0,26,0,26,23,0,10
3945,1007,1,026200,0,94,4,71,0,176,25,190,119,14,53
3946,1008,1,026200,0,58,0,62,0,119,29,127,65,8,32
3947,1009,1,026200,0,154,0,40,0,208,29,216,176,8,25
3948,1010,1,026200,0,113,0,9,0,138,4,158,149,20,21
3949,1011,1,026200,1,109,4,42,0,170,28,175,133,5,28
3950,1012,1,026200,0,0,0,0,0,0,0,0,0,0,0
3951,1013,1,026200,0,98,2,39,3,169,16,169,130,0,50
3952,1014,1,026200,2,127,8,95,0,250,60,257,162,7,53
3953,2000,2,026200,0,175,3,49,0,245,19,257,208,12,48
3954,2001,2,026200,0,58,2,14,0,79,4,79,65,0,15
3955,2002,2,026200,0,0,0,0,0,0,0,0,0,0,0
3956,2003,2,026200,0,79,1,25,0,108,11,108,83,0,17
3957,2004,2,026200,0,77,5,45,0,143,21,147,102,4,40
3958,2005,2,026200,0,125,0,29,3,178,14,181,152,3,36
3959,2006,2,026200,0,101,0,27,0,119,6,146,119,27,12
3960,2007,2,026200,2,43,1,34,0,90,27,95,61,5,17
3961,2008,2,026200,0,15,5,34,5,62,16,62,28,0,21
3962,2009,2,026200,0,124,5,69,0,199,26,214,145,15,44
3963,2010,2,026200,0,110,0,31,0,151,15,151,120,0,26
3964,3000,3,026200,0,0,0,0,0,0,0,0,0,0,0
3965,3001,3,026200,0,0,0,0,0,0,0,0,0,0,0
3966,3002,3,026200,0,47,0,9,0,57,5,57,48,0,5
3967,3003,3,026200,0,0,0,0,0,0,0,0,0,0,0
3968,3004,3,026200,0,0,0,0,0,0,0,0,0,0,0
3969,3005,3,026200,0,0,0,0,0,0,0,0,0,0,0
3970,3006,3,026200,2,126,4,113,0,255,80,260,147,5,43
3971,3007,3,026200,0,92,0,47,0,143,30,143,96,0,21
3972,3008,3,026200,0,70,0,34,0,115,11,118,84,3,34
3973,3009,3,026200,0,137,2,41,2,187,22,195,154,8,24
3974,3010,3,026200,0,60,4,37,0,107,15,114,77,7,28
3975,3011,3,026200,0,152,18,54,1,235,21,245,191,10,43
3976,3012,3,026200,1,151,3,73,0,244,43,249,176,5,46
3977,3013,3,026200,0,1,6,3,0,9,0,9,6,0,2
3978,4000,4,026200,0,0,0,0,0,0,0,0,0,0,0
3979,4001,4,026200,0,0,0,0,0,0,0,0,0,0,0
3980,4002,4,026200,0,0,0,0,0,0,0,0,0,0,0
3981,4003,4,026200,0,0,0,0,0,0,0,0,0,0,0
3982,4004,4,026200,0,0,0,0,0,0,0,0,0,0,0
3983,4005,4,026200,0,0,0,0,0,0,0,0,0,0,0
3984,4006,4,026200,0,1,0,3,0,1,0,4,1,3,0
3985,4007,4,026200,0,106,4,52,2,174,27,176,124,2,35
3986,4008,4,026200,15,256,20,195,1,476,124,502,307,26,60
3987,4009,4,026200,0,63,2,34,0,100,11,101,67,1,24
3988,4010,4,026200,0,0,0,0,0,0,0,0,0,0,0
3989,4011,4,026200,6,121,5,66,0,199,16,213,147,14,51
3990,4012,4,026200,0,0,0,0,0,0,0,0,0,0,0
3991,4013,4,026200,0,131,5,74,0,216,59,220,146,4,21
3992,4014,4,026200,0,43,0,16,0,62,12,65,49,3,7
3993,4015,4,026200,0,115,12,43,0,180,22,188,145,8,31
3994,4016,4,026200,4,74,0,17,0,97,7,97,80,0,12
3995,5000,5,026200,0,0,0,0,0,0,0,0,0,0,0
3996,5001,5,026200,0,0,0,0,0,0,0,0,0,0,0
3997,5002,5,026200,0,0,0,0,0,0,0,0,0,0,0
3998,5003,5,026200,0,75,6,24,0,115,17,115,91,0,17
3999,5004,5,026200,0,65,0,17,1,86,8,97,80,11,12
4000,5005,5,026200,0,16,0,0,0,16,0,16,16,0,0
4001,5006,5,026200,0,0,0,0,0,0,0,0,0,0,0
4002,5007,5,026200,0,0,0,0,0,0,0,0,0,0,0
4003,5008,5,026200,0,0,0,0,0,0,0,0,0,0,0
4004,5009,5,026200,0,0,0,0,0,0,0,0,0,0,0
4005,5010,5,026200,0,0,0,0,0,0,0,0,0,0,0
4006,5011,5,026200,0,63,8,22,0,93,15,94,72,1,7
4007,5012,5,026200,0,94,14,42,0,153,31,164,122,11,14
4008,5013,5,026200,0,6,7,9,0,22,5,22,13,0,4
4009,5014,5,026200,1,64,3,70,0,156,33,162,92,6,55
4010,5015,5,026200,0,56,2,43,0,107,20,112,69,5,29
4011,5016,5,026200,1,57,1,16,0,91,0,93,77,2,32
4012,5017,5,026200,0,79,19,71,0,186,37,188,117,2,51
4013,5018,5,026200,0,91,0,27,0,128,14,134,107,6,23
4014,5019,5,026200,0,0,0,0,0,0,0,0,0,0,0
4015,5020,5,026200,0,11,1,6,0,21,0,22,16,1,9
4016,1000,1,026301,0,161,0,11,0,185,8,191,180,6,16
4017,1001,1,026301,0,58,0,30,0,96,9,101,71,5,29
4018,1002,1,026301,0,68,4,45,0,136,33,140,95,4,31
4019,1003,1,026301,3,78,0,69,0,144,32,148,79,4,31
4020,1004,1,026301,0,75,2,21,0,109,12,111,90,2,20
4021,1005,1,026301,1,94,3,47,0,148,16,151,104,3,34
4022,1006,1,026301,0,83,1,33,0,124,14,129,96,5,26
4023,1007,1,026301,0,72,6,48,0,122,22,135,87,13,22
4024,1008,1,026301,0,71,2,14,0,93,8,93,79,0,12
4025,2000,2,026301,1,76,1,45,0,128,37,128,83,0,13
4026,2001,2,026301,0,0,0,0,0,0,0,0,0,0,0
4027,2002,2,026301,0,0,0,0,0,0,0,0,0,0,0
4028,2003,2,026301,0,127,0,57,0,197,42,204,147,7,28
4029,2004,2,026301,0,0,0,0,0,0,0,0,0,0,0
4030,2005,2,026301,0,0,0,0,0,0,0,0,0,0,0
4031,2006,2,026301,3,109,1,48,0,180,30,191,143,11,37
4032,2007,2,026301,0,0,0,0,0,0,0,0,0,0,0
4033,2008,2,026301,0,0,0,0,0,0,0,0,0,0,0
4034,2009,2,026301,0,125,0,36,0,179,17,181,145,2,37
4035,2010,2,026301,3,173,0,49,0,244,26,254,205,10,42
4036,2011,2,026301,0,109,0,25,0,139,3,144,119,5,27
4037,2012,2,026301,0,98,0,116,0,214,67,234,118,20,49
4038,2013,2,026301,0,75,0,19,1,102,9,104,85,2,17
4039,2014,2,026301,0,166,2,95,0,290,37,307,212,17,85
4040,2015,2,026301,0,83,1,99,0,175,45,193,94,18,46
4041,2016,2,026301,0,129,0,91,0,218,36,236,145,18,53
4042,2017,2,026301,0,118,0,46,0,168,24,177,131,9,26
4043,2018,2,026301,1,157,0,62,0,228,37,228,166,0,33
4044,3000,3,026301,4,132,8,39,1,203,14,210,171,7,44
4045,3001,3,026301,0,65,0,7,0,79,0,83,76,4,14
4046,3002,3,026301,0,20,3,23,0,58,13,58,35,0,22
4047,3003,3,026301,0,44,0,10,0,66,2,70,60,4,20
4048,3004,3,026301,0,25,3,37,0,76,22,78,41,2,26
4049,3005,3,026301,0,42,0,21,0,72,16,72,51,0,14
4050,3006,3,026301,0,46,0,5,0,61,0,61,56,0,15
4051,3007,3,026301,0,51,4,40,0,100,12,101,61,1,33
4052,3008,3,026301,0,55,1,9,0,76,1,76,67,0,19
4053,3009,3,026301,0,48,0,45,0,108,20,112,67,4,40
4054,3010,3,026301,0,139,3,27,0,171,13,174,147,3,16
4055,1000,1,026302,0,0,0,0,0,0,0,0,0,0,0
4056,1001,1,026302,0,42,0,10,0,55,0,55,45,0,13
4057,1002,1,026302,3,71,0,32,0,123,6,129,97,6,43
4058,1003,1,026302,0,0,0,0,0,0,0,0,0,0,0
4059,1004,1,026302,1,77,0,65,0,148,43,155,90,7,27
4060,1005,1,026302,0,0,0,0,0,0,0,0,0,0,0
4061,1006,1,026302,0,0,0,0,0,0,0,0,0,0,0
4062,1007,1,026302,0,52,0,21,0,77,9,82,61,5,16
4063,1008,1,026302,0,99,5,46,0,185,29,188,142,3,52
4064,1009,1,026302,0,98,4,46,1,148,16,163,117,15,29
4065,1010,1,026302,0,101,0,40,0,147,27,148,108,1,19
4066,1011,1,026302,2,96,4,62,0,177,34,188,126,11,41
4067,1012,1,026302,0,90,2,45,0,167,15,176,131,9,60
4068,2000,2,026302,0,39,1,13,0,59,6,59,46,0,13
4069,2001,2,026302,0,47,0,5,0,79,4,80,75,1,28
4070,2002,2,026302,0,97,4,3,0,116,0,119,116,3,15
4071,2003,2,026302,0,1,1,3,0,7,4,7,4,0,1
4072,2004,2,026302,0,84,2,34,0,130,15,133,99,3,29
4073,2005,2,026302,0,63,0,31,6,102,6,106,75,4,27
4074,2006,2,026302,0,40,0,25,0,86,18,86,61,0,28
4075,2007,2,026302,0,0,0,0,0,0,0,0,0,0,0
4076,2008,2,026302,1,85,0,56,0,155,6,166,110,11,63
4077,2009,2,026302,0,39,2,35,0,88,24,88,53,0,23
4078,2010,2,026302,0,61,0,16,0,92,8,92,76,0,23
4079,2011,2,026302,0,104,7,35,0,159,13,165,130,6,35
4080,2012,2,026302,0,48,0,10,0,73,5,81,71,8,20
4081,2013,2,026302,0,0,0,0,0,0,0,0,0,0,0
4082,3000,3,026302,0,28,17,12,0,52,4,58,46,6,3
4083,3001,3,026302,0,0,0,0,0,0,0,0,0,0,0
4084,3002,3,026302,0,0,0,0,0,0,0,0,0,0,0
4085,3003,3,026302,0,0,0,0,0,0,0,0,0,0,0
4086,3004,3,026302,0,0,0,0,0,0,0,0,0,0,0
4087,3005,3,026302,4,325,26,126,1,581,50,625,499,44,175
4088,3006,3,026302,0,20,0,5,0,27,0,32,27,5,7
4089,3007,3,026302,0,0,0,0,0,0,0,0,0,0,0
4090,3008,3,026302,0,86,0,57,0,159,33,168,111,9,40
4091,3009,3,026302,1,111,8,145,0,262,93,280,135,18,49
4092,3010,3,026302,0,16,0,4,0,23,0,24,20,1,7
4093,3011,3,026302,0,64,5,18,0,118,5,119,101,1,44
4094,3012,3,026302,0,8,0,5,0,17,0,17,12,0,9
4095,3013,3,026302,0,56,1,36,0,121,25,123,87,2,39
4096,3014,3,026302,0,0,0,0,0,0,0,0,0,0,0
4097,3015,3,026302,0,4,0,3,0,18,0,18,15,0,14
4098,3016,3,026302,0,22,0,9,5,50,9,51,42,1,14
4099,3017,3,026302,0,190,90,95,23,405,52,431,336,26,50
4100,3018,3,026302,0,0,0,0,0,0,0,0,0,0,0
4101,3019,3,026302,0,52,10,18,0,96,9,105,87,9,25
4102,3020,3,026302,0,13,10,4,0,27,0,32,28,5,4
4103,3021,3,026302,5,232,22,73,0,339,19,368,295,29,61
4104,3022,3,026302,0,36,2,17,0,67,6,75,58,8,23
4105,1000,1,026303,0,185,4,129,1,336,95,349,220,13,51
4106,1001,1,026303,0,214,3,45,0,280,27,281,236,1,36
4107,1002,1,026303,1,99,1,46,0,151,28,152,106,1,22
4108,1003,1,026303,0,10,0,7,0,20,5,20,13,0,5
4109,1004,1,026303,1,127,5,74,4,230,49,236,162,6,44
4110,1005,1,026303,0,125,4,28,0,174,17,176,148,2,28
4111,1006,1,026303,0,143,6,70,0,228,43,231,161,3,36
4112,1007,1,026303,4,137,16,135,0,299,77,328,193,29,65
4113,1008,1,026303,0,160,0,40,0,207,26,214,174,7,21
4114,1009,1,026303,0,121,0,61,0,185,43,194,133,9,21
4115,1010,1,026303,0,15,9,24,0,51,21,51,27,0,6
4116,1011,1,026303,0,101,3,15,8,132,9,132,117,0,11
4117,1012,1,026303,1,119,0,31,0,148,13,155,124,7,15
4118,1013,1,026303,0,0,0,0,0,0,0,0,0,0,0
4119,2000,2,026303,2,33,1,11,0,68,0,78,67,10,32
4120,2001,2,026303,2,103,0,66,0,195,27,202,136,7,63
4121,2002,2,026303,0,0,0,0,0,0,0,0,0,0,0
4122,2003,2,026303,0,62,0,37,0,105,25,105,68,0,18
4123,2004,2,026303,0,36,0,5,0,63,0,65,60,2,27
4124,2005,2,026303,0,42,5,6,0,69,0,69,63,0,22
4125,2006,2,026303,0,16,3,42,0,67,25,67,25,0,23
4126,2007,2,026303,0,79,0,12,0,94,8,96,84,2,7
4127,2008,2,026303,0,104,2,4,0,115,0,116,112,1,9
4128,2009,2,026303,0,100,1,39,0,168,16,174,135,6,51
4129,2010,2,026303,0,131,8,30,0,200,20,205,175,5,41
4130,2011,2,026303,1,121,3,68,1,255,24,271,203,16,105
4131,2012,2,026303,0,4,0,0,0,4,0,4,4,0,0
4132,2013,2,026303,0,21,2,41,1,102,13,104,63,2,65
4133,2014,2,026303,0,16,0,31,0,62,14,64,33,2,32
4134,2015,2,026303,0,85,2,33,0,151,6,159,126,8,58
4135,2016,2,026303,0,32,0,4,0,35,0,36,32,1,3
4136,2017,2,026303,0,69,3,91,2,170,54,184,93,14,42
4137,2018,2,026303,0,0,0,0,0,0,0,0,0,0,0
4138,2019,2,026303,0,27,0,2,0,33,0,33,31,0,6
4139,1000,1,026401,0,129,24,48,0,212,25,219,171,7,34
4140,1001,1,026401,5,69,26,21,0,129,18,137,116,8,11
4141,1002,1,026401,0,0,0,0,0,0,0,0,0,0,0
4142,1003,1,026401,0,28,0,10,0,45,8,45,35,0,9
4143,1004,1,026401,1,84,7,29,10,134,26,137,108,3,6
4144,1005,1,026401,3,118,5,30,0,156,10,157,127,1,20
4145,1006,1,026401,0,82,9,27,0,107,14,120,93,13,2
4146,1007,1,026401,0,107,8,19,0,138,18,141,122,3,5
4147,1008,1,026401,0,111,5,17,0,137,15,139,122,2,6
4148,1009,1,026401,0,140,11,45,0,203,41,207,162,4,11
4149,1010,1,026401,7,423,149,142,27,725,88,758,616,33,31
4150,1011,1,026401,0,116,30,83,0,231,56,235,152,4,29
4151,2000,2,026401,0,122,16,23,0,180,9,180,157,0,33
4152,2001,2,026401,0,94,26,33,0,164,26,168,135,4,18
4153,2002,2,026401,0,119,11,56,0,191,42,197,141,6,19
4154,2003,2,026401,0,133,12,43,4,205,32,207,164,2,24
4155,2004,2,026401,1,123,42,24,5,195,12,202,178,7,12
4156,2005,2,026401,0,8,0,0,0,8,0,8,8,0,0
4157,2006,2,026401,0,152,17,41,6,222,29,226,185,4,18
4158,2007,2,026401,0,154,1,22,0,181,15,191,169,10,11
4159,2008,2,026401,0,145,12,35,0,202,27,202,167,0,18
4160,2009,2,026401,0,101,10,48,1,164,32,168,120,4,20
4161,1000,1,026402,0,46,11,31,0,102,11,115,84,13,34
4162,1001,1,026402,0,72,22,20,0,122,14,126,106,4,14
4163,1002,1,026402,0,100,43,52,0,207,44,210,158,3,20
4164,1003,1,026402,9,121,12,57,16,207,21,225,168,18,28
4165,1004,1,026402,0,23,24,8,0,60,3,60,52,0,10
4166,1005,1,026402,1,101,20,54,0,203,27,215,161,12,54
4167,2000,2,026402,0,0,0,0,0,0,0,0,0,0,0
4168,2001,2,026402,0,0,0,0,0,0,0,0,0,0,0
4169,2002,2,026402,0,0,0,0,0,0,0,0,0,0,0
4170,2003,2,026402,0,0,0,0,0,0,0,0,0,0,0
4171,2004,2,026402,0,0,0,0,0,0,0,0,0,0,0
4172,2005,2,026402,0,0,0,0,0,0,0,0,0,0,0
4173,2006,2,026402,0,0,0,0,0,0,0,0,0,0,0
4174,2007,2,026402,0,0,0,0,0,0,0,0,0,0,0
4175,2008,2,026402,0,0,0,0,0,0,0,0,0,0,0
4176,2009,2,026402,0,0,0,0,0,0,0,0,0,0,0
4177,2010,2,026402,0,0,0,0,0,0,0,0,0,0,0
4178,2011,2,026402,0,0,0,0,0,0,0,0,0,0,0
4179,2012,2,026402,1,152,4,6,0,174,4,178,172,4,13
4180,2013,2,026402,0,81,6,35,0,135,28,135,100,0,20
4181,2014,2,026402,2,107,6,30,0,148,23,153,123,5,10
4182,2015,2,026402,0,85,30,35,0,154,6,159,124,5,33
4183,2016,2,026402,0,28,15,53,2,109,46,118,65,9,18
4184,2017,2,026402,0,43,11,10,0,71,3,77,67,6,14
4185,2018,2,026402,0,2,0,5,0,7,5,7,2,0,0
4186,2019,2,026402,2,66,1,15,0,96,12,99,84,3,15
4187,2020,2,026402,0,72,8,28,0,116,24,116,88,0,12
4188,2021,2,026402,0,83,11,41,0,148,35,151,110,3,19
4189,2022,2,026402,0,33,32,19,3,105,10,111,92,6,27
4190,2023,2,026402,0,49,0,7,0,58,7,58,51,0,2
4191,2024,2,026402,0,66,12,0,0,84,0,85,85,1,6
4192,2025,2,026402,0,120,3,10,0,141,0,142,132,1,18
4193,2026,2,026402,0,0,0,0,0,0,0,0,0,0,0
4194,2027,2,026402,0,0,0,0,0,0,0,0,0,0,0
4195,2028,2,026402,0,0,0,0,0,0,0,0,0,0,0
4196,2029,2,026402,0,0,0,0,0,0,0,0,0,0,0
4197,2030,2,026402,0,0,0,0,0,0,0,0,0,0,0
4198,3000,3,026402,1,118,25,49,0,215,21,217,168,2,50
4199,3001,3,026402,3,108,13,43,0,182,14,190,147,8,44
4200,3002,3,026402,0,41,12,33,0,84,10,95,62,11,21
4201,3003,3,026402,0,115,13,19,0,165,11,165,146,0,26
4202,3004,3,026402,0,91,18,41,0,163,29,167,126,4,25
4203,3005,3,026402,0,40,5,6,4,55,0,57,51,2,6
4204,3006,3,026402,0,14,0,31,0,47,19,47,16,0,14
4205,3007,3,026402,0,16,0,0,0,16,0,16,16,0,0
4206,3008,3,026402,0,123,38,33,6,235,5,242,209,7,63
4207,3009,3,026402,1,66,7,21,0,96,10,108,87,12,12
4208,3010,3,026402,2,139,29,83,0,259,36,274,191,15,53
4209,1000,1,026403,0,28,0,10,0,45,2,49,39,4,15
4210,1001,1,026403,0,138,0,3,19,177,0,184,181,7,20
4211,1002,1,026403,5,125,7,35,1,181,16,190,155,9,27
4212,1003,1,026403,0,146,5,36,0,200,21,203,167,3,28
4213,1004,1,026403,1,156,3,52,0,213,28,221,169,8,25
4214,1005,1,026403,0,157,8,47,0,209,25,221,174,12,19
4215,1006,1,026403,0,195,16,34,0,241,19,249,215,8,11
4216,1007,1,026403,0,389,53,93,5,559,66,587,494,28,46
4217,1008,1,026403,0,138,4,4,0,147,0,147,143,0,5
4218,1009,1,026403,0,40,1,17,0,59,13,65,48,6,5
4219,2000,2,026403,0,131,14,30,0,172,8,181,151,9,19
4220,2001,2,026403,1,183,7,23,0,220,19,225,202,5,10
4221,2002,2,026403,0,134,4,23,5,175,15,183,160,8,17
4222,2003,2,026403,0,124,2,50,0,186,35,191,141,5,25
4223,2004,2,026403,12,123,5,40,0,173,11,174,134,1,22
4224,2005,2,026403,1,87,0,18,0,113,8,114,96,1,17
4225,2006,2,026403,0,106,1,29,4,138,14,140,111,2,13
4226,2007,2,026403,0,185,15,36,0,252,22,255,219,3,30
4227,2008,2,026403,1,38,29,28,0,138,6,146,118,8,64
4228,2009,2,026403,0,104,9,21,0,131,12,140,119,9,6
4229,2010,2,026403,0,74,8,32,0,115,18,123,91,8,15
4230,2011,2,026403,1,108,15,10,3,149,5,152,142,3,17
4231,1000,1,026404,16,167,68,105,0,334,34,366,261,32,49
4232,1001,1,026404,0,187,22,76,6,285,60,291,215,6,10
4233,1002,1,026404,0,98,14,41,5,161,35,176,135,15,9
4234,1003,1,026404,1,133,25,89,0,242,40,257,168,15,43
4235,1004,1,026404,0,164,40,149,13,355,72,379,230,24,66
4236,1005,1,026404,0,76,4,48,0,124,40,131,83,7,4
4237,2000,2,026404,0,79,109,22,23,232,16,247,225,15,5
4238,2001,2,026404,0,51,100,9,45,204,8,216,207,12,0
4239,2002,2,026404,6,95,75,138,3,309,98,346,208,37,32
4240,2003,2,026404,0,42,27,12,1,83,0,84,72,1,13
4241,2004,2,026404,0,44,22,61,0,127,25,137,76,10,36
4242,2005,2,026404,0,83,5,5,0,89,0,89,84,0,1
4243,2006,2,026404,0,26,2,20,0,48,20,48,28,0,0
4244,2007,2,026404,0,0,0,0,0,0,0,0,0,0,0
4245,2008,2,026404,0,10,14,55,0,74,23,84,29,10,27
4246,1000,1,030101,0,29,2,28,0,259,6,275,247,16,222
4247,1001,1,030101,5,224,10,33,3,514,2,532,499,18,270
4248,1002,1,030101,0,7,0,7,0,64,0,66,59,2,57
4249,1003,1,030101,0,20,9,19,0,192,3,212,193,20,160
4250,1004,1,030101,0,36,8,23,0,238,7,254,231,16,187
4251,1005,1,030101,0,0,0,0,0,0,0,0,0,0,0
4252,2000,2,030101,0,22,3,16,0,133,4,143,127,10,104
4253,2001,2,030101,0,44,3,12,0,161,3,166,154,5,111
4254,2002,2,030101,0,28,7,22,0,167,4,176,154,9,128
4255,2003,2,030101,1,37,2,11,0,132,1,144,133,12,91
4256,2004,2,030101,0,22,5,14,0,155,8,164,150,9,120
4257,2005,2,030101,1,8,4,8,0,107,4,114,106,7,90
4258,2006,2,030101,0,56,1,2,0,86,1,89,87,3,28
4259,2007,2,030101,0,39,7,18,0,208,8,213,195,5,154
4260,3000,3,030101,0,0,0,0,0,0,0,0,0,0,0
4261,3001,3,030101,0,23,9,2,0,119,0,122,120,3,87
4262,3002,3,030101,1,32,0,14,0,130,5,141,127,11,92
4263,3003,3,030101,0,1,0,0,0,2,0,2,2,0,1
4264,3004,3,030101,1,36,2,17,1,117,5,123,106,6,72
4265,3005,3,030101,1,15,3,4,0,100,1,107,103,7,80
4266,3006,3,030101,2,26,1,3,0,116,0,121,118,5,87
4267,3007,3,030101,1,47,0,12,0,161,2,172,160,11,111
4268,4000,4,030101,2,35,2,17,0,202,7,216,199,14,156
4269,4001,4,030101,0,48,3,20,0,223,1,236,216,13,171
4270,4002,4,030101,0,33,4,9,0,124,3,137,128,13,84
4271,4003,4,030101,2,65,6,10,0,213,8,228,218,15,132
4272,4004,4,030101,0,14,0,10,0,78,3,80,70,2,61
4273,1000,1,030102,2,71,12,34,1,510,4,541,507,31,420
4274,1001,1,030102,0,8,0,1,0,70,4,70,69,0,58
4275,1002,1,030102,0,16,1,12,0,191,0,199,187,8,174
4276,1003,1,030102,1,117,3,12,0,257,2,271,259,14,134
4277,1004,1,030102,0,39,5,7,0,131,1,134,127,3,86
4278,1005,1,030102,0,0,0,0,0,0,0,0,0,0,0
4279,1006,1,030102,0,50,1,2,0,94,2,95,93,1,41
4280,1007,1,030102,1,40,3,11,2,188,1,199,188,11,141
4281,1008,1,030102,0,152,14,18,1,448,6,464,446,16,275
4282,1009,1,030102,0,15,2,3,0,71,0,76,73,5,54
4283,1010,1,030102,0,5,0,2,0,30,0,35,33,5,25
4284,1011,1,030102,0,18,0,3,0,36,0,36,33,0,18
4285,1012,1,030102,0,28,0,0,0,76,0,78,78,2,48
4286,1013,1,030102,1,63,12,23,1,292,7,305,282,13,208
4287,1014,1,030102,0,45,1,13,0,112,0,120,107,8,66
4288,2000,2,030102,0,10,0,6,0,41,3,41,35,0,28
4289,2001,2,030102,0,22,2,3,0,49,3,50,47,1,22
4290,2002,2,030102,0,43,0,9,0,83,6,94,85,11,34
4291,2003,2,030102,0,16,3,1,0,41,0,47,46,6,22
4292,2004,2,030102,0,112,14,42,2,444,13,470,428,26,303
4293,2005,2,030102,0,27,0,13,0,80,8,85,72,5,45
4294,2006,2,030102,0,5,0,3,0,19,2,19,16,0,12
4295,2007,2,030102,0,15,1,0,0,43,0,43,43,0,27
4296,2008,2,030102,2,10,0,4,0,36,1,36,32,0,23
4297,2009,2,030102,0,51,1,10,2,134,6,140,130,6,74
4298,2010,2,030102,0,42,3,8,0,107,4,108,100,1,58
4299,2011,2,030102,0,12,0,1,0,32,0,32,31,0,20
4300,2012,2,030102,0,8,0,1,0,23,0,24,23,1,15
4301,2013,2,030102,0,30,2,6,0,88,0,90,84,2,56
4302,2014,2,030102,0,16,0,0,0,23,0,24,24,1,7
4303,3000,3,030102,0,6,0,8,0,76,1,85,77,9,69
4304,3001,3,030102,0,9,0,4,0,91,0,95,91,4,82
4305,3002,3,030102,0,5,0,5,0,102,1,106,101,4,96
4306,3003,3,030102,0,17,6,7,0,191,2,199,192,8,166
4307,3004,3,030102,0,10,2,8,2,98,4,98,90,0,80
4308,3005,3,030102,0,6,0,12,0,85,3,91,79,6,76
4309,3006,3,030102,0,12,1,2,0,62,0,62,60,0,49
4310,3007,3,030102,1,1,0,3,0,5,0,6,3,1,3
4311,3008,3,030102,0,4,0,1,0,19,0,19,18,0,15
4312,3009,3,030102,0,7,1,3,0,68,3,73,70,5,57
4313,3010,3,030102,0,4,1,1,0,26,0,26,25,0,21
4314,3011,3,030102,0,1,7,1,0,29,0,29,28,0,21
4315,3012,3,030102,0,0,0,2,0,23,0,23,21,0,23
4316,3013,3,030102,0,0,0,0,0,0,0,0,0,0,0
4317,1000,1,030201,0,0,0,0,0,0,0,0,0,0,0
4318,1001,1,030201,0,34,9,14,1,246,5,257,243,11,197
4319,1002,1,030201,2,76,4,27,1,329,4,344,317,15,242
4320,1003,1,030201,0,0,0,0,0,0,0,0,0,0,0
4321,1004,1,030201,2,41,1,6,0,162,3,173,167,11,115
4322,1005,1,030201,0,2,0,0,0,2,0,2,2,0,0
4323,1006,1,030201,1,112,2,32,0,341,18,362,330,21,208
4324,1007,1,030201,0,0,0,0,0,0,0,0,0,0,0
4325,1008,1,030201,3,110,3,36,0,318,7,338,302,20,195
4326,1009,1,030201,0,0,0,0,0,0,0,0,0,0,0
4327,1010,1,030201,0,113,5,20,0,235,7,245,225,10,110
4328,1011,1,030201,0,0,0,0,0,2,0,2,2,0,2
4329,2000,2,030201,0,3,0,5,0,11,5,11,6,0,3
4330,2001,2,030201,0,110,4,19,0,191,4,196,177,5,73
4331,2002,2,030201,1,92,6,14,0,240,4,256,242,16,137
4332,2003,2,030201,0,79,5,26,0,244,7,252,226,8,153
4333,2004,2,030201,0,131,0,3,0,214,0,221,218,7,83
4334,2005,2,030201,0,29,2,8,0,93,0,97,89,4,62
4335,3000,3,030201,0,0,0,0,0,0,0,0,0,0,0
4336,3001,3,030201,1,51,1,20,0,164,4,184,164,20,107
4337,3002,3,030201,0,55,1,15,0,189,11,196,181,7,122
4338,3003,3,030201,0,0,0,0,0,0,0,0,0,0,0
4339,3004,3,030201,0,53,1,4,0,144,0,151,147,7,90
4340,3005,3,030201,0,0,0,0,0,0,0,0,0,0,0
4341,3006,3,030201,1,70,0,7,0,190,5,197,190,7,114
4342,3007,3,030201,0,0,0,0,0,0,0,0,0,0,0
4343,3008,3,030201,1,70,0,24,0,208,14,222,198,14,123
4344,3009,3,030201,0,0,0,0,0,0,0,0,0,0,0
4345,3010,3,030201,0,131,2,8,0,218,0,222,214,4,85
4346,3011,3,030201,0,0,0,0,0,0,0,0,0,0,0
